Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,BND,GLD,GOOG,JNJ,MA,MSFT,NVDA,PG,TLT,TSLA,V,AAPL,AMZN,BND,GLD,GOOG,JNJ,MA,MSFT,NVDA,PG,TLT,TSLA,V,AAPL,AMZN,BND,GLD,GOOG,JNJ,MA,MSFT,NVDA,PG,TLT,TSLA,V,AAPL,AMZN,BND,GLD,GOOG,JNJ,MA,MSFT,NVDA,PG,TLT,TSLA,V,AAPL,AMZN,BND,GLD,GOOG,JNJ,MA,MSFT,NVDA,PG,TLT,TSLA,V
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,171.8258056640625,162.99749755859375,72.2970962524414,180.64999389648438,138.99118041992188,162.2077178955078,351.0559387207031,300.5348815917969,27.24283218383789,141.77670288085938,119.31198120117188,359.20001220703125,216.70236206054688,175.19127120838715,166.4949951171875,72.41525596874432,181.9600067138672,141.9720567564034,164.93513872182743,357.6766605472439,307.1926558891614,28.20331016980752,143.2055979476521,119.84494327718099,367.71331787109375,220.75752489852988,171.6191475535364,162.95350646972656,72.20620362954205,180.55999755859375,138.96082189232544,161.97890826705068,351.0362734477732,300.12549002106,27.226858654060223,141.40555119221958,118.93258376822948,358.8800048828125,215.40275195646666,175.0042983977884,166.44500732421875,72.27891356706397,180.91000366210938,141.7769815753248,164.36768134676038,353.21699033693045,305.98390660172134,27.738047789237637,142.9829210924575,119.22164257172575,364.8566589355469,218.79346055723627,103049300,59966000,8244200,9844400,29516000,11490400,4095700,33422100,523440000,7538600,19901000,48992700,10759500
2022-04-01,171.53057861328125,163.55999755859375,72.14035034179688,179.5,140.03671264648438,163.08636474609375,357.52935791015625,301.61688232421875,26.66973876953125,143.9014892578125,119.76616668701172,361.5299987792969,221.1874542236328,172.09149702017976,165.82699584960938,72.25881185511186,180.4600067138672,140.28553410292335,163.3060130673381,361.38000460938025,302.3089688081705,27.452498797217913,144.24480633435604,120.29090300227595,364.9166564941406,221.45128863560538,169.198373694139,162.3195037841797,71.77586567738423,178.97999572753906,138.14268384156574,160.71590017644894,351.8320039948553,297.83472562662047,26.225443109867467,141.09008073962397,117.3505794838008,355.5466613769531,217.1518239731587,171.25504448846627,164.14950561523438,71.83054289582451,179.5500030517578,139.34996299681578,162.0429933238858,352.86341169377164,301.56812540407276,27.331689942170463,142.44475960617163,117.62198291854587,360.3833312988281,217.9824066096856,78751300,57090000,6326900,13034400,23480000,6525600,3806800,27110500,517235000,5742600,23489700,54263100,6559600
2022-04-04,175.59474182128906,168.34649658203125,72.19503784179688,180.3699951171875,142.96534729003906,161.51214599609375,360.4173278808594,307.0269470214844,27.316713333129883,142.96435546875,118.93385314941406,381.8166809082031,222.53594970703125,175.6439475646401,168.39450073242188,72.20414491952828,180.80999755859375,143.36470087129743,163.08635739944853,363.216901547483,307.1634009699958,27.51440002424251,143.21488108094795,119.40429506203293,383.3033447265625,224.00167341173434,171.6585226009615,163.20550537109375,71.94900770369442,179.5800018310547,140.16062342555867,160.64267217766022,356.72385357106515,301.8995865319646,26.570895448674566,140.34778923865517,118.25531682424703,357.510009765625,219.81947630045715,171.78645453057726,164.125,72.1768097823986,180.24000549316406,140.16062342555867,163.08635739944853,357.80439445718076,302.27000828188045,26.685713274366496,142.71382985655205,119.35905654605041,363.1266784667969,220.6011836815421,76468400,49882000,9091700,7063100,19076000,6860600,3027200,24289600,397120000,5992000,13609900,82035900,8521200
2022-04-05,172.2686309814453,164.05499267578125,71.46607971191406,179.24000549316406,140.39801025390625,162.55551147460938,356.8907775878906,303.0400695800781,25.889972686767578,143.46539306640625,116.246826171875,363.7533264160156,220.92364501953125,175.4569739407951,168.11050415039062,72.00368936573739,181.49000549316406,142.913090408453,164.42259188051284,361.1245063919192,306.92943814434017,27.275777131993475,146.0170024532362,118.3186172847021,384.2900085449219,223.75738646563894,171.638836509714,163.26600646972656,71.42051650818006,178.92999267578125,140.279066792075,161.3473899442832,355.5253603283431,302.05553077139234,25.779148245925093,142.46330477189255,116.06587214223063,362.4333190917969,220.16146988474324,174.66972709725982,167.7415008544922,71.98546825542509,180.91000366210938,142.7234976891602,161.512140137251,356.8809449528434,305.3697818354029,27.210879439377642,142.52826162484652,118.30051912076681,378.76666259765625,221.646740749251,73401800,53728000,6956300,10828500,19256000,7446100,2215900,23156700,436615000,7653000,25196900,80075100,4658000
2022-04-06,169.0901336669922,158.75599670410156,71.24736785888672,179.66000366210938,136.52932739257812,166.78392028808594,347.2937316894531,291.9470520019531,24.368385314941406,145.51596069335938,115.3058853149414,348.586669921875,214.0054473876953,170.86143526379934,162.1999969482422,71.4387207371868,180.30999755859375,139.18922944851172,167.12256805464193,350.7710978900663,299.25791307044943,25.259972150743756,145.94276741219457,116.07489832895328,359.6666564941406,217.77724401001467,167.41724355380708,157.25450134277344,70.98311665972,178.6999969482422,135.77501139602575,163.47990849994414,343.39398176340575,289.2274033550409,23.96502515298765,142.8344518450655,114.35593902501407,342.5666809082031,213.62435978459035,169.6116814961237,161.65049743652344,71.08335011292002,179.77999877929688,138.5054715892277,164.18464610742137,350.162073918035,297.4935609790899,24.894551975696334,143.2798196867161,114.38307936152265,357.8233337402344,217.68930415778598,89058800,79056000,8649400,8942100,23574000,10330900,3864500,40110400,703833000,8884700,22952000,89348400,7430000
2022-04-07,169.39517211914062,157.7845001220703,71.10157012939453,180.33999633789062,135.82168579101562,166.35374450683594,343.84100341796875,293.76983642578125,24.169700622558594,147.39950561523438,114.43739318847656,352.4200134277344,211.21080017089844,170.5957200307203,160.07899475097656,71.24736676889734,180.8800048828125,137.05236797566872,167.44288055482784,347.13629593782247,295.9923366059487,24.68288736044798,147.8912691664423,114.60024215713283,358.86334228515625,213.68298653081388,167.14169350736208,154.51150512695312,70.99222960173383,179.8000030517578,134.22152255016007,164.95343072096952,340.1620961375527,288.87644499564846,23.44085601511471,145.64585476179784,113.4603062789664,340.5133361816406,208.79724037918436,168.43080273648053,158.39999389648438,71.1653544211854,179.8699951171875,135.97396441120316,166.27137639365114,345.44438643629223,289.1786248196388,24.402331794404898,146.4809212032484,114.09360398905886,350.7966613769531,213.32144608682975,77594700,68136000,9157600,10140600,19448000,7385200,2848500,31411200,557992000,6889700,23458800,79447200,6995100
2022-04-08,167.37786865234375,154.4604949951172,70.71887969970703,181.47000122070312,133.37875366210938,166.68324279785156,346.5166320800781,289.4808654785156,23.082426071166992,148.55006408691406,113.19792938232422,341.8299865722656,212.02182006835938,169.04092358061774,157.36849975585938,70.91023261653577,181.82000732421875,135.60769828723264,167.66255476468677,350.0775345983845,293.52620278513484,23.885155025768224,148.94903621126807,113.84027612514225,349.4800109863281,214.39630027489005,166.50206052636017,154.2310028076172,70.6277602562602,180.52000427246094,133.12197428430505,165.13648739030492,340.00475629180215,288.80826385848826,23.025517035280163,147.455184339126,112.41987402568789,340.8133239746094,208.21094431727664,169.04092358061774,156.75,70.76444289741441,180.52000427246094,135.60769828723264,165.96021047712028,341.6278020969907,292.8633584995333,23.87916399957026,148.17891241054997,113.4964800498123,347.7366638183594,209.90140818530946,76575500,46002000,8989600,10655700,16434000,7144500,2235100,24361900,524781000,6045400,26859200,55013700,5438600
2022-04-11,163.10708618164062,151.1219940185547,70.3908462524414,182.3699951171875,129.1846160888672,164.5965118408203,341.6966552734375,278.0661315917969,21.882328033447266,147.9840850830078,111.40660095214844,325.30999755859375,209.84280395507812,166.33478478538393,154.13650512695312,70.56397806655941,183.3300018310547,132.31250118939312,168.5869528255909,345.75920780980124,285.2307505657463,22.284690382307573,149.58000205724304,112.35655443245967,336.15667724609375,212.33453755449543,162.8610724769926,150.5345001220703,70.32706194491921,181.11000061035156,129.00645906753164,164.37686350753316,340.17198229644816,277.8126789267604,21.62573462724277,147.18612659589022,110.8818646125017,324.8800048828125,208.5334275227964,166.0198950514866,152.71299743652344,70.52752889769414,183.1699981689453,132.27348615335092,167.48866926285555,344.91326796944765,284.43145248395456,22.178859075392072,148.41089185635548,112.11227752498424,326.79998779296875,210.33137858593977,72246700,52112000,7858300,10071300,24188000,5932000,1809200,34569300,575207000,6158400,30020700,59357100,6942700
